codigo_ibge;sigla;ano;variavel_valor
1716109;Acesso_SCM>=12Mbps;2025;4939.0
1716208;Acesso_SCM>=12Mbps;2025;1363.0
1716307;Acesso_SCM>=12Mbps;2025;38.0
1716505;Acesso_SCM>=12Mbps;2025;1365.0
1716604;Acesso_SCM>=12Mbps;2025;941.0
1716653;Acesso_SCM>=12Mbps;2025;196.0
1716703;Acesso_SCM>=12Mbps;2025;323.0
1717008;Acesso_SCM>=12Mbps;2025;320.0
1717206;Acesso_SCM>=12Mbps;2025;117.0
1717503;Acesso_SCM>=12Mbps;2025;495.0
1717800;Acesso_SCM>=12Mbps;2025;119.0
1717909;Acesso_SCM>=12Mbps;2025;1080.0
1718006;Acesso_SCM>=12Mbps;2025;49.0
1718204;Acesso_SCM>=12Mbps;2025;10593.0
1718303;Acesso_SCM>=12Mbps;2025;28.0
1718402;Acesso_SCM>=12Mbps;2025;666.0
1718451;Acesso_SCM>=12Mbps;2025;193.0
1718501;Acesso_SCM>=12Mbps;2025;166.0
1718550;Acesso_SCM>=12Mbps;2025;190.0
1718659;Acesso_SCM>=12Mbps;2025;41.0
1718709;Acesso_SCM>=12Mbps;2025;122.0
1718758;Acesso_SCM>=12Mbps;2025;485.0
1718808;Acesso_SCM>=12Mbps;2025;19.0
1718840;Acesso_SCM>=12Mbps;2025;89.0
1718865;Acesso_SCM>=12Mbps;2025;424.0
1718881;Acesso_SCM>=12Mbps;2025;169.0
1718899;Acesso_SCM>=12Mbps;2025;144.0
1718907;Acesso_SCM>=12Mbps;2025;809.0
1719004;Acesso_SCM>=12Mbps;2025;378.0
1720002;Acesso_SCM>=12Mbps;2025;61.0
1720101;Acesso_SCM>=12Mbps;2025;454.0
1720150;Acesso_SCM>=12Mbps;2025;74.0
1720200;Acesso_SCM>=12Mbps;2025;1062.0
1720259;Acesso_SCM>=12Mbps;2025;76.0
1720309;Acesso_SCM>=12Mbps;2025;2842.0
1720499;Acesso_SCM>=12Mbps;2025;155.0
1720655;Acesso_SCM>=12Mbps;2025;618.0
1720804;Acesso_SCM>=12Mbps;2025;642.0
1720853;Acesso_SCM>=12Mbps;2025;56.0
1720903;Acesso_SCM>=12Mbps;2025;590.0
1720937;Acesso_SCM>=12Mbps;2025;92.0
1720978;Acesso_SCM>=12Mbps;2025;151.0
1721000;Acesso_SCM>=12Mbps;2025;114785.0
1721109;Acesso_SCM>=12Mbps;2025;366.0
1721208;Acesso_SCM>=12Mbps;2025;2731.0
1721257;Acesso_SCM>=12Mbps;2025;166.0
1721307;Acesso_SCM>=12Mbps;2025;389.0
1722081;Acesso_SCM>=12Mbps;2025;802.0
